id,label,grounding,source,url,date,attack_tactics,attack_techniques,text
11,detection_engineering,verified,Splunk Threat Research,https://www.splunk.com/en_us/blog/security/latest-splunk-security-content.html,2025-11-13,"Initial Access,Execution","T1566.001,T1190","Splunk's November 2025 security-content update (ESCU v5.18) adds analytic stories including APT37 Rustonotto and FadeStealer (spearphishing .lnk and CHM files) and Microsoft WSUS CVE-2025-59287 exploitation, each mapped to MITRE ATT&CK."
12,adversary_emulation,verified,Red Canary,https://redcanary.com/blog/testing-and-validation/atomic-red-team/top-atomic-red-team-tests/,2020-05-13,"Defense Evasion","T1055","Red Canary pairs the most prevalent ATT&CK techniques with Atomic Red Team tests so teams can validate whether they detect behaviors such as process injection (T1055) in their own environment."
13,adversary_emulation,verified,Splunk Threat Research,https://www.splunk.com/en_us/blog/security/splunk-attack-range-v4-threat-detection-emulation.html,2025-03-18,"Execution","T1059.001","Splunk Attack Range v4.0 lets teams stand up a detection-and-emulation lab to safely run attack simulations and validate detections, integrating adversary emulation with Splunk's analytic content."
14,adversary_emulation,verified,Picus Security,https://www.picussecurity.com/resource/blog/the-ultimate-guide-to-automated-security-validation-asv,2025-01-09,"Impact","T1486","Picus's 2025 guide to Automated Security Validation explains continuously emulating known and emerging attacker techniques, including ransomware behaviors, to prove which exposures are truly exploitable versus already mitigated by controls."
15,adversary_emulation,verified,Red Canary,https://redcanary.com/resources/videos/applying-atomic-red-team-for-maxiumum-impact-august-28-2025/,2025-08-28,"Execution","T1059.001","This Red Canary session walks through testing methodology with Atomic Red Team and the critical difference between validating a single behavior and emulating a full attack chain."
16,incident_case_study,representative,The DFIR Report,https://thedfirreport.com/reports/,2025-03-12,"Initial Access,Lateral Movement,Impact","T1133,T1078,T1021.001,T1486","This intrusion began in early March 2025 with a single successful RDP logon to an internet-exposed system, with no evidence of credential stuffing or brute forcing. The actor moved laterally within hours and deployed ransomware across the domain before exfiltration completed."
17,incident_case_study,representative,The DFIR Report,https://thedfirreport.com/category/ransomware/,2024-11-20,"Initial Access,Credential Access,Impact","T1110.003,T1078,T1486","The intrusion started in November 2024 with a password spray attack against an internet-facing RDP server. The actor tested multiple accounts from known malicious IPs before obtaining valid credentials and pivoting toward domain controllers."
18,incident_case_study,representative,Mandiant (Google Cloud),https://cloud.google.com/blog/topics/threat-intelligence/m-trends-2026,2026-03-24,"Initial Access,Command and Control","T1566,T1219,T1041","M-Trends 2026 frontline data shows attackers handing off initial access in as little as 22 seconds, with global median dwell time continuing to fall. We walk through a representative engagement where the IR team reconstructed the full timeline from EDR telemetry and host artifacts."
19,incident_case_study,representative,Unit 42 (Palo Alto Networks),https://unit42.paloaltonetworks.com/,2025-06-05,"Initial Access,Credential Access,Impact","T1566.004,T1078,T1486","Our incident responders were engaged after a retailer detected encryption across virtualized infrastructure. We reconstruct how the actor used help-desk vishing to reset MFA, gained VPN access, and reached the vSphere management plane within a single day."
20,incident_case_study,representative,Cisco Talos,https://blog.talosintelligence.com/,2025-04-17,"Initial Access,Execution,Persistence","T1190,T1059.001,T1505.003","Talos IR responded to an intrusion that began with exploitation of an internet-facing web application. We detail the web shell dropped for persistence, the PowerShell used for follow-on execution, and how the timeline was rebuilt from IIS and Sysmon logs."
21,incident_case_study,representative,Sophos X-Ops,https://news.sophos.com/en-us/category/security-operations/,2025-05-22,"Defense Evasion,Credential Access,Impact","T1562.001,T1003.001,T1490","In this case, the actor brought a vulnerable driver to disable the EDR before dumping LSASS and inhibiting system recovery. We trace each step from the first malicious login through to encryption, with supporting forensic artifacts."
22,incident_case_study,representative,Huntress,https://www.huntress.com/blog,2025-02-11,"Initial Access,Execution,Command and Control","T1133,T1059.003,T1219","Huntress analysts investigated an intrusion across a managed estate where the actor abused exposed remote services and installed legitimate remote-monitoring software for C2. This post is a chronological walkthrough of what we found on each affected host."
23,incident_case_study,representative,Microsoft Threat Intelligence,https://www.microsoft.com/en-us/security/blog/,2025-07-30,"Lateral Movement,Collection,Exfiltration","T1021.002,T1560.001,T1567.002","This investigation reconstructs an extortion case where the operator staged collected data into RAR archives and exfiltrated to cloud storage before contacting the victim. We present the host-by-host timeline our DART team assembled."
24,incident_case_study,representative,Red Canary,https://redcanary.com/blog/,2025-03-06,"Execution,Defense Evasion,Discovery","T1059.001,T1218.011,T1018","We break down an intrusion detected through anomalous rundll32 activity. The narrative follows the analyst's pivot from the first alert through discovery commands and the eventual scoping of every compromised endpoint."
25,incident_case_study,representative,SentinelLabs,https://www.sentinelone.com/labs/,2025-06-19,"Initial Access,Persistence,Impact","T1190,T1543.003,T1486","SentinelLabs responded to a Cl0p-style mass exploitation event. This writeup is a forensic timeline of one victim environment, from the edge appliance exploit through service-based persistence to staged data theft."
26,incident_case_study,representative,Elastic Security Labs,https://www.elastic.co/security-labs,2025-01-29,"Execution,Persistence,Command and Control","T1059.005,T1547.001,T1071.001","Elastic Security Labs documents an intrusion observed in customer telemetry. We reconstruct the attacker's actions from a malicious VBScript loader through Run-key persistence to HTTPS C2, citing the specific events that anchored each phase of the timeline."
27,incident_case_study,representative,Secureworks Counter Threat Unit,https://www.secureworks.com/blog,2025-04-02,"Initial Access,Credential Access,Lateral Movement","T1566.001,T1003.001,T1021.001","Our responders detail a GOLD-tracked actor's intrusion. This is a chronological account: phishing for initial foothold, LSASS dumping for credentials, then RDP-based movement to backup servers ahead of the ransomware stage."
28,incident_case_study,representative,Rapid7,https://www.rapid7.com/blog/,2025-05-14,"Initial Access,Execution,Impact","T1190,T1059.001,T1489","Rapid7 IR was engaged after services across a hospital network went offline. We walk through the public-facing exploit, the scripts that stopped critical services, and how we scoped patient-system impact from logs."
29,incident_case_study,representative,Cybereason,https://www.cybereason.com/blog,2025-02-26,"Defense Evasion,Lateral Movement,Impact","T1070.001,T1021.002,T1490","This case study follows an operator who cleared Windows event logs to frustrate analysis. We describe how our team recovered the timeline anyway using EDR process trees, SMB lateral movement evidence, and shadow-copy deletion artifacts."
30,incident_case_study,representative,WithSecure,https://labs.withsecure.com/,2025-03-20,"Initial Access,Discovery,Collection","T1199,T1482,T1114.002","WithSecure responders investigated a trusted-relationship compromise via a managed service provider. The post reconstructs the actor's domain-trust discovery and targeted mailbox collection across the downstream victim."
31,incident_case_study,representative,Volexity,https://www.volexity.com/blog/,2025-06-11,"Initial Access,Persistence,Command and Control","T1190,T1505.003,T1071.001","Volexity's memory-forensics-led investigation of an edge-device compromise. We detail the web shell, the in-memory implant, and the network captures that let us rebuild the full sequence of attacker actions."
32,incident_case_study,representative,Group-IB,https://www.group-ib.com/blog/,2025-04-09,"Initial Access,Credential Access,Exfiltration","T1566.002,T1555.003,T1041","This DFIR engagement traces a financially motivated intrusion from a malicious link through browser-credential theft to exfiltration over the existing C2 channel. Each step is supported by recovered host artifacts."
33,incident_case_study,representative,Kaspersky GReAT,https://securelist.com/,2025-05-28,"Execution,Persistence,Command and Control","T1059.003,T1053.005,T1071.004","Securelist presents the incident timeline of a targeted intrusion at an industrial victim. We reconstruct the scheduled-task persistence and DNS-based C2 from collected forensic images."
34,incident_case_study,representative,Trend Micro,https://www.trendmicro.com/en_us/research.html,2025-02-18,"Initial Access,Lateral Movement,Impact","T1078,T1570,T1486","Trend's IR team reconstructs a Play ransomware intrusion. The writeup follows valid-account access, lateral tool transfer, and the final encryption event, anchored to timestamps from the victim's SIEM."
35,incident_case_study,representative,Datadog Security Labs,https://securitylabs.datadoghq.com/,2025-07-03,"Initial Access,Persistence,Exfiltration","T1078.004,T1098.001,T1567","This cloud-incident walkthrough details how a leaked access key led to a full compromise. We reconstruct the attacker's IAM persistence and data exfiltration step by step from CloudTrail."
36,incident_case_study,representative,Wiz,https://www.wiz.io/blog,2025-08-07,"Initial Access,Privilege Escalation,Collection","T1190,T1078.004,T1530","Wiz incident responders detail a cloud intrusion that began with an exposed workload. The post is a forensic timeline of privilege escalation through misconfigured roles and collection from object storage."
37,incident_case_study,representative,Sygnia,https://www.sygnia.co/blog/,2025-05-06,"Lateral Movement,Defense Evasion,Impact","T1021.001,T1562.001,T1490","Sygnia's responders reconstruct an ESXi-targeting ransomware case. We narrate how the actor disabled defenses, moved to the hypervisor, and encrypted virtual machines, with evidence from each affected host."
38,incident_case_study,representative,NCC Group,https://www.nccgroup.com/research-blog/,2025-03-27,"Initial Access,Execution,Credential Access","T1566.001,T1204.002,T1003.001","NCC Group's DFIR team walks through an intrusion that started with a malicious document. The timeline covers user execution, credential dumping, and the analyst pivots that scoped the breach."
39,incident_case_study,representative,Arctic Wolf,https://arcticwolf.com/resources/blog/,2025-06-24,"Initial Access,Command and Control,Impact","T1133,T1219,T1486","Arctic Wolf Labs reconstructs an Akira intrusion from exposed VPN access to encryption. This is a host-level account of the operator's actions, including the remote-access tooling used for C2."
40,incident_case_study,representative,Bitdefender,https://www.bitdefender.com/en-us/blog/labs,2025-02-05,"Execution,Defense Evasion,Impact","T1059.001,T1027,T1486","Bitdefender Labs presents the forensic timeline of a double-extortion case. We detail the obfuscated PowerShell loader and how we reconstructed the full attack chain from endpoint telemetry."
41,incident_case_study,representative,The DFIR Report,https://thedfirreport.com/reports/,2025-04-14,"Initial Access,Execution,Persistence","T1566.001,T1059.001,T1547.001","An intrusion that began with a malspam attachment delivering a loader. We document, in chronological order, the PowerShell execution, registry run-key persistence, and the operator's hands-on-keyboard activity that followed."
42,incident_case_study,representative,Mandiant (Google Cloud),https://cloud.google.com/blog/topics/threat-intelligence/,2025-07-21,"Initial Access,Lateral Movement,Exfiltration","T1190,T1021.006,T1567.002","This engagement reconstructs a UNC-tracked actor's intrusion at a tech firm. We trace the appliance exploit, WinRM lateral movement, and exfiltration to cloud storage from the recovered evidence."
43,incident_case_study,representative,Cisco Talos,https://blog.talosintelligence.com/,2025-05-19,"Initial Access,Credential Access,Impact","T1078,T1558.003,T1486","Talos IR details a Qilin intrusion. The walkthrough covers valid-account entry, Kerberoasting for privilege escalation, and the encryption event, each tied to specific log evidence."
44,incident_case_study,representative,Huntress,https://www.huntress.com/blog,2025-03-13,"Execution,Defense Evasion,Discovery","T1059.003,T1112,T1057","Huntress walks through an intrusion caught early on a single endpoint. We narrate the batch-script execution, registry tampering, and process discovery the actor performed before we contained it."
45,incident_case_study,representative,Sophos X-Ops,https://news.sophos.com/en-us/,2025-06-30,"Initial Access,Command and Control,Impact","T1566.002,T1572,T1486","This Sophos case study reconstructs a ransomware intrusion that used SSH tunneling for C2. We present the full timeline from the phishing link to encryption, with the forensic artifacts behind each step."
46,incident_case_study,representative,Microsoft Threat Intelligence,https://www.microsoft.com/en-us/security/blog/,2025-08-15,"Initial Access,Persistence,Exfiltration","T1078.004,T1136.003,T1567.002","DART reconstructs an Octo Tempest cloud intrusion. The narrative follows valid cloud-account access, attacker-created accounts for persistence, and exfiltration to external storage, scoped from sign-in and audit logs."
47,incident_case_study,representative,SentinelLabs,https://www.sentinelone.com/labs/,2025-04-25,"Execution,Lateral Movement,Impact","T1569.002,T1021.002,T1489","SentinelLabs details an intrusion where the operator abused PsExec for movement and stopped backup services before deploying ransomware. This is a chronological forensic account from the victim environment."
48,incident_case_study,representative,Secureworks,https://www.secureworks.com/blog,2025-05-09,"Initial Access,Credential Access,Lateral Movement","T1190,T1003.003,T1021.001","Our CTU responders reconstruct an intrusion that started with a VPN-appliance exploit. The writeup follows NTDS.dit theft and RDP movement to the backup infrastructure ahead of extortion."
49,incident_case_study,representative,Rapid7,https://www.rapid7.com/blog/,2025-02-13,"Initial Access,Execution,Command and Control","T1566.001,T1204.002,T1105","Rapid7 IR walks through a loader-based intrusion. We document the malicious attachment, the user execution, and the ingress tool transfer that pulled in the second-stage implant, anchored to host timestamps."
50,incident_case_study,representative,Cybereason,https://www.cybereason.com/blog,2025-06-17,"Initial Access,Defense Evasion,Impact","T1133,T1562.004,T1486","This Cybereason case study reconstructs a Black Basta intrusion. We trace exposed-service access, firewall tampering, and the final encryption event from EDR and Windows logs."
51,incident_case_study,representative,Volexity,https://www.volexity.com/blog/,2025-03-04,"Initial Access,Persistence,Collection","T1190,T1505.003,T1114.002","Volexity reconstructs an espionage intrusion at an NGO. The post is a forensic timeline covering the exploited mail server, the web shell, and targeted mailbox collection, supported by network and disk evidence."
52,incident_case_study,representative,Trend Micro,https://www.trendmicro.com/en_us/research.html,2025-07-08,"Execution,Discovery,Lateral Movement","T1059.001,T1018,T1570","Trend's responders narrate a hands-on-keyboard intrusion. We follow the PowerShell reconnaissance, remote-host discovery, and lateral tool transfer across the network, each step tied to recovered artifacts."
53,incident_case_study,representative,Sygnia,https://www.sygnia.co/blog/,2025-04-30,"Initial Access,Credential Access,Impact","T1078,T1556.001,T1486","Sygnia reconstructs an intrusion where the actor manipulated authentication to maintain access. The chronological writeup ends at encryption, with supporting domain-controller evidence for each phase."
54,incident_case_study,representative,Arctic Wolf,https://arcticwolf.com/resources/blog/,2025-05-21,"Initial Access,Execution,Exfiltration","T1566.001,T1059.005,T1041","Arctic Wolf Labs details an intrusion from a phishing document through scripted execution to exfiltration over the C2 channel. This is an evidence-driven, host-by-host timeline of the engagement."
55,incident_case_study,representative,Bitdefender,https://www.bitdefender.com/en-us/blog/labs,2025-02-20,"Initial Access,Defense Evasion,Impact","T1190,T1070.004,T1490","Bitdefender Labs reconstructs a ransomware intrusion in which the operator deleted files to cover tracks and inhibited recovery before encryption. We rebuilt the full timeline from partial logs."
56,incident_case_study,representative,Expel,https://expel.com/blog/,2025-06-03,"Initial Access,Execution,Discovery","T1078.004,T1059.009,T1538","Expel's SOC reconstructs a cloud-identity intrusion. We narrate the federated-access foothold, the cloud-shell execution, and the console reconnaissance the actor performed, scoped from provider logs."
57,incident_case_study,representative,eSentire,https://www.esentire.com/blog,2025-03-17,"Initial Access,Execution,Command and Control","T1189,T1204.002,T1105","eSentire's TRU walks through a drive-by-to-loader intrusion. The writeup follows the malicious download, the user execution, and the ingress tool transfer, each anchored to endpoint telemetry."
58,incident_case_study,representative,ReliaQuest,https://www.reliaquest.com/blog/,2025-07-15,"Initial Access,Lateral Movement,Impact","T1566.001,T1021.001,T1486","ReliaQuest reconstructs a fast ransomware intrusion. The post is a chronological account from the phishing foothold through RDP movement to encryption, drawn from the customer's telemetry."
59,incident_case_study,representative,Truesec,https://www.truesec.com/hub/blog,2025-04-08,"Initial Access,Credential Access,Impact","T1133,T1003.001,T1486","Truesec's IR team details an Akira intrusion from VPN access to encryption. We narrate the credential dumping and the operator's hands-on activity, anchored to forensic evidence on each host."
60,incident_case_study,representative,S-RM,https://www.s-rminform.com/latest-thinking,2025-05-27,"Initial Access,Execution,Exfiltration","T1190,T1059.001,T1567.002","S-RM reconstructs an intrusion that began with exploitation of an exposed appliance. The writeup follows the scripted execution and the staged exfiltration to cloud storage, with the supporting timeline."
61,incident_case_study,representative,Fox-IT (NCC),https://blog.fox-it.com/,2025-02-24,"Initial Access,Persistence,Command and Control","T1566.001,T1547.001,T1071.001","Fox-IT walks through an espionage intrusion. We reconstruct the spear-phishing foothold, run-key persistence, and HTTPS C2, citing the host and network evidence behind each phase of the timeline."
62,incident_case_study,representative,Quorum Cyber,https://www.quorumcyber.com/insights/,2025-06-12,"Initial Access,Defense Evasion,Impact","T1078,T1562.001,T1486","Quorum Cyber reconstructs a ransomware intrusion. The narrative follows valid-account access, EDR tampering, and the encryption event, each tied to specific evidence from the victim environment."
63,incident_case_study,representative,Northwave,https://northwave-cybersecurity.com/blog,2025-03-31,"Initial Access,Lateral Movement,Exfiltration","T1133,T1021.002,T1048","Northwave's responders reconstruct an extortion intrusion. We narrate the exposed-service foothold, SMB movement, and unencrypted exfiltration, anchored to the timeline rebuilt from logs."
64,incident_case_study,representative,Coveware,https://www.coveware.com/blog,2025-07-22,"Initial Access,Command and Control,Impact","T1190,T1219,T1486","Coveware's case study reconstructs a ransomware engagement end to end. The writeup follows the exploited service, the RMM-based C2, and the encryption event, with the supporting evidence at each step."
65,incident_case_study,representative,Binary Defense,https://www.binarydefense.com/resources/blog/,2025-04-19,"Execution,Persistence,Lateral Movement","T1059.001,T1543.003,T1021.001","Binary Defense reconstructs a hands-on-keyboard intrusion. We narrate the PowerShell execution, service persistence, and RDP movement, anchored to the EDR timeline from the affected hosts."
66,incident_case_study,representative,Varonis,https://www.varonis.com/blog,2025-05-31,"Initial Access,Collection,Exfiltration","T1078,T1530,T1567.002","Varonis reconstructs a data-theft intrusion. The post is a forensic timeline of the valid-account access, the data-store collection, and the exfiltration to cloud storage, drawn from data-access logs."
67,incident_case_study,representative,The DFIR Report,https://thedfirreport.com/reports/,2025-08-04,"Initial Access,Execution,Impact","T1078,T1059.001,T1486","An intrusion that began with a single RDP logon. We narrate the Cobalt Strike beacon, the discovery activity, and the operator's hands-on phase that preceded the ransomware deployment, with the full timeline."
68,incident_case_study,representative,Mandiant (Google Cloud),https://cloud.google.com/blog/topics/threat-intelligence/m-trends-2026,2026-03-24,"Initial Access,Credential Access,Impact","T1199,T1078,T1486","An M-Trends frontline case: a supply-chain foothold leading to ransomware. We reconstruct the trusted-relationship access, the credential reuse, and the encryption event from the victim's telemetry."
69,incident_case_study,representative,Cisco Talos,https://blog.talosintelligence.com/,2025-06-26,"Initial Access,Persistence,Exfiltration","T1190,T1543.003,T1567.002","Talos IR details an intrusion where service-based persistence preceded large-scale exfiltration. This is a chronological forensic account, with the IIS and EDR evidence behind each phase."
70,incident_case_study,representative,Red Canary,https://redcanary.com/blog/,2025-04-11,"Execution,Defense Evasion,Lateral Movement","T1059.001,T1036.005,T1021.002","Red Canary walks through an intrusion detected via masquerading binaries. The narrative follows the analyst from the first alert through SMB movement to full scope, anchored to detection timestamps."
71,incident_case_study,representative,Microsoft Threat Intelligence,https://www.microsoft.com/en-us/security/blog/,2025-05-16,"Initial Access,Lateral Movement,Impact","T1566.001,T1021.006,T1486","DART reconstructs a Storm-tracked ransomware intrusion. We narrate the phishing foothold, WinRM movement, and the encryption event, scoped host-by-host from Defender telemetry."
72,incident_case_study,representative,Huntress,https://www.huntress.com/blog,2025-02-28,"Initial Access,Execution,Command and Control","T1190,T1059.001,T1219","Huntress details a mass-exploitation intrusion across managed endpoints. The writeup is a chronological account of the exploit, the PowerShell, and the RMM-based C2 the actor installed."
73,incident_case_study,representative,Acronis,https://www.acronis.com/en-us/blog/,2025-07-10,"Initial Access,Execution,Impact","T1566.001,T1204.002,T1486","Acronis TRU reconstructs a ransomware intrusion from a malicious attachment to encryption. The post is an evidence-backed timeline of the operator's actions across the affected hosts."
74,incident_case_study,representative,DFIR / Cado Security,https://www.cadosecurity.com/blog/,2025-04-23,"Initial Access,Persistence,Exfiltration","T1078.004,T1098.001,T1567","Cado's cloud-forensics team reconstructs an intrusion from a compromised key. We narrate the IAM persistence and the exfiltration, drawn from the cloud audit-trail evidence."
75,incident_case_study,representative,Field Effect,https://fieldeffect.com/blog,2025-06-09,"Initial Access,Discovery,Lateral Movement","T1133,T1018,T1021.001","Field Effect reconstructs an intrusion across an SMB estate. The narrative follows the exposed-service foothold, the host discovery, and RDP movement, anchored to the timeline rebuilt from logs."
76,incident_case_study,representative,ESET,https://www.welivesecurity.com/en/,2025-03-25,"Initial Access,Execution,Command and Control","T1566.001,T1059.005,T1071.004","ESET researchers reconstruct an espionage intrusion. We narrate the spear-phishing foothold, the script-based loader, and the DNS C2, citing the artifacts behind each phase of the timeline."
77,incident_case_study,representative,Proofpoint,https://www.proofpoint.com/us/blog/threat-insight,2025-05-13,"Initial Access,Execution,Persistence","T1566.001,T1059.005,T1547.001","Proofpoint and partners reconstruct an Interlock RAT intrusion. The walkthrough follows the email lure, the PHP-based RAT execution, and run-key persistence, anchored to the observed timeline."
78,incident_case_study,representative,Sekoia,https://blog.sekoia.io/,2025-07-28,"Initial Access,Execution,Command and Control","T1566.002,T1204.001,T1071.001","Sekoia's TDR team reconstructs an intrusion from a malicious link through user execution to HTTP C2. This post is an evidence-backed timeline of the operator's actions on each host."
79,incident_case_study,representative,Datadog Security Labs,https://securitylabs.datadoghq.com/,2025-04-04,"Initial Access,Discovery,Collection","T1078.004,T1580,T1530","This cloud DFIR walkthrough reconstructs an intrusion from a compromised credential. We narrate the cloud-infrastructure discovery and object-storage collection from CloudTrail evidence."
80,incident_case_study,representative,WithSecure,https://labs.withsecure.com/,2025-06-16,"Execution,Persistence,Exfiltration","T1059.003,T1053.005,T1041","WithSecure reconstructs a hands-on intrusion at a manufacturer. We follow the batch scripting, scheduled-task persistence, and exfiltration over C2, each anchored to recovered host artifacts."
81,incident_case_study,representative,NCC Group,https://www.nccgroup.com/research-blog/,2025-03-09,"Initial Access,Credential Access,Impact","T1133,T1110.003,T1486","NCC Group's DFIR team reconstructs a brute-force-led intrusion against exposed services. The narrative ends at encryption, with the authentication-log evidence behind each phase of the timeline."
82,incident_case_study,representative,Group-IB,https://www.group-ib.com/blog/,2025-05-25,"Initial Access,Lateral Movement,Impact","T1078,T1570,T1486","Group-IB's DFIR team reconstructs a ransomware intrusion. The writeup follows valid-account access, lateral tool transfer, and the encryption event, anchored to the SIEM timeline."
83,incident_case_study,representative,Kaspersky GReAT,https://securelist.com/,2025-02-09,"Initial Access,Persistence,Command and Control","T1190,T1505.003,T1071.001","Securelist reconstructs an intrusion at a government victim. We narrate the exploited edge service, the web shell, and the C2, citing the forensic images behind each phase of the timeline."
84,incident_case_study,representative,Trend Micro,https://www.trendmicro.com/en_us/research.html,2025-08-12,"Initial Access,Execution,Impact","T1566.001,T1204.002,T1486","Trend's IR team reconstructs an Akira intrusion. The walkthrough follows the phishing foothold, the hands-on execution, and the encryption of virtualized infrastructure, with the supporting evidence."
85,incident_case_study,representative,Arctic Wolf,https://arcticwolf.com/resources/blog/,2025-04-28,"Initial Access,Command and Control,Exfiltration","T1133,T1219,T1567.002","Arctic Wolf Labs reconstructs an extortion intrusion. The narrative follows the exposed-VPN foothold, the RMM-based C2, and the exfiltration to cloud storage, anchored to the rebuilt timeline."
86,incident_case_study,representative,Sophos X-Ops,https://news.sophos.com/en-us/,2025-06-02,"Defense Evasion,Lateral Movement,Impact","T1562.001,T1021.001,T1490","Sophos reconstructs a ransomware intrusion targeting ESXi. We narrate the EDR tampering, the movement to the hypervisor, and the encryption of virtual machines, with evidence from each phase."
87,incident_case_study,representative,Cybereason,https://www.cybereason.com/blog,2025-03-18,"Initial Access,Execution,Credential Access","T1566.001,T1059.001,T1003.001","Cybereason reconstructs an intrusion from a malicious document. The narrative follows the PowerShell execution and LSASS dumping, anchored to the EDR process trees from the affected hosts."
88,incident_case_study,representative,Rapid7,https://www.rapid7.com/blog/,2025-07-06,"Initial Access,Lateral Movement,Impact","T1190,T1021.002,T1486","Rapid7 IR reconstructs a ransomware intrusion at a manufacturer. The writeup follows the exploited appliance, SMB movement, and the encryption event, anchored to the customer's log evidence."
89,incident_case_study,representative,Mandiant (Google Cloud),https://cloud.google.com/blog/topics/threat-intelligence/,2025-05-08,"Initial Access,Credential Access,Exfiltration","T1190,T1003.003,T1567.002","Mandiant reconstructs a UNC-tracked intrusion. The narrative follows the appliance exploit, NTDS theft, and exfiltration to cloud storage, drawn from the recovered forensic evidence."
90,incident_case_study,representative,SentinelLabs,https://www.sentinelone.com/labs/,2025-02-15,"Initial Access,Defense Evasion,Impact","T1190,T1562.001,T1486","SentinelLabs reconstructs a ransomware intrusion. The walkthrough follows the exploited service, the EDR tampering, and the encryption event, anchored to the endpoint telemetry timeline."
91,incident_case_study,representative,Secureworks,https://www.secureworks.com/blog,2025-06-20,"Initial Access,Execution,Lateral Movement","T1566.001,T1059.001,T1021.001","Secureworks reconstructs a GOLD-tracked intrusion. The narrative follows the phishing foothold, the PowerShell, and RDP movement to backup servers, with the supporting log evidence."
